Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00   94226/1131365     caml_modify [48]
                0.00    0.00   47231/47231       caml_lex_engine [90]
-----------------------------------------------
                0.00    0.00       1/29          camlChecker__check_1008 [35]
                0.00    0.00       1/29          camlArray__of_list_1083 [40]
                0.00    0.00       3/29          camlFormula_wl__make_1039 [33]
                0.00    0.00       4/29          camlParsing__entry [34]
                0.00    0.01      20/29          camlParsing__grow_stacks_1061 [32]
[25]     6.7    0.00    0.01      29         caml_make_vect [25]
                0.01    0.00   26048/26048       caml_initialize [28]
                0.00    0.00      17/299827      caml_alloc_shr [27]
                0.00    0.00      13/4036159     caml_page_table_lookup [26]
                0.00    0.00      17/39          caml_check_urgent_gc [125]
                0.00    0.00      12/17          caml_alloc_small [132]
-----------------------------------------------
                0.00    0.00      13/4036159     caml_make_vect [25]
                0.00    0.00   16487/4036159     caml_darken [47]
                0.00    0.00  499529/4036159     mark_slice [23]
                0.01    0.00 3520130/4036159     compare_val [9]
[26]     6.7    0.01    0.00 4036159         caml_page_table_lookup [26]
-----------------------------------------------
                0.00    0.00       6/299827      caml_alloc_custom [65]
                0.00    0.00      17/299827      caml_make_vect [25]
                0.01    0.00  299804/299827      caml_oldify_one [17]
[27]     6.7    0.01    0.00  299827         caml_alloc_shr [27]
                0.00    0.00  299830/299830      caml_fl_allocate [87]
                0.00    0.00       3/3           caml_round_heap_chunk_size [153]
                0.00    0.00       3/4           caml_alloc_for_heap [146]
                0.00    0.00       3/3           caml_add_to_heap [150]
                0.00    0.00       3/3           caml_fl_add_blocks [151]
-----------------------------------------------
                0.01    0.00   26048/26048       caml_make_vect [25]
[28]     6.7    0.01    0.00   26048         caml_initialize [28]
-----------------------------------------------
                0.00    0.01   22530/22530       camlLexer____ocaml_lex_main_rec_1010 [21]
[29]     6.7    0.00    0.01   22530         caml_int_of_string [29]
                0.01    0.00   22530/22530       parse_intnat [30]
-----------------------------------------------
                0.01    0.00   22530/22530       caml_int_of_string [29]
[30]     6.7    0.01    0.00   22530         parse_intnat [30]
                0.00    0.00   47112/47112       parse_digit [92]
                0.00    0.00   22530/22530       parse_sign_and_base [99]
                0.00    0.00   22530/22533       caml_string_length [97]
-----------------------------------------------
                0.00    0.00      60/1949122     camlFormula_wl__compare_1047 [61]
                0.00    0.00    1024/1949122     camlFormula_wl__getUnitClause_1114 [53]
                0.00    0.00    1534/1949122     camlFormula_wl__forgetLiteral_1106 [52]
                0.00    0.00    4602/1949122     camlFormula_wl__setLiteral_1076 [6]
                0.00    0.00    8192/1949122     camlFormula_wl__fun_1207 [41]
                0.00    0.00   40960/1949122     camlFormula_wl__fun_1213 [43]
                0.00    0.00  838720/1949122     camlFormula_wl__update_1098 [7]
                0.01    0.00 1054030/1949122     camlFormula_wl__aux_1094 [14]
[31]     6.7    0.01    0.00 1949122         camlLiteral__id_of_literal_1042 [31]
-----------------------------------------------
                0.00    0.01       5/5           camlParsing__loop_1076 [19]
[32]     4.6    0.00    0.01       5         camlParsing__grow_stacks_1061 [32]
                0.00    0.01      20/29          caml_make_vect [25]
                0.00    0.00      20/20          camlArray__blit_1048 [58]
                0.00    0.00      20/1131365     caml_modify [48]
-----------------------------------------------
                0.00    0.00       1/1           camlMain__main_1083 [4]
[33]     1.1    0.00    0.00       1         camlFormula_wl__make_1039 [33]
                0.00    0.00       3/29          caml_make_vect [25]
                0.00    0.00       1/1           camlArray__of_list_1083 [40]
                0.00    0.00       1/1           camlList__mapi_1045 [42]
                0.00    0.00       1/1           camlList__sort_1266 <cycle 1> [63]
                0.00    0.00       1/1           camlList__rev_merge_rev_1256 [66]
                0.00    0.00       1/1           camlArray__fill_1088 [74]
                0.00    0.00       1/1131365     caml_modify [48]
                0.00    0.00       1/1           camlFormula_wl__literalList_1045 [179]
                0.00    0.00       1/1538        camlList__rev_append_1029 [109]
                0.00    0.00       1/1           camlList__stable_sort_1243 [185]
-----------------------------------------------
                0.00    0.00       1/1           caml_program [1]
[34]     0.9    0.00    0.00       1         camlParsing__entry [34]
                0.00    0.00       4/29          caml_make_vect [25]
-----------------------------------------------
                0.00    0.00       1/1           camlMain__main_1083 [4]
[35]     0.9    0.00    0.00       1         camlChecker__check_1008 [35]
                0.00    0.00       1/1           camlChecker__max2_1018 [38]
                0.00    0.00       1/29          caml_make_vect [25]
                0.00    0.00       1/1535        camlList__find_1202 [8]
                0.00    0.00       2/22529       camlPervasives__max_1020 [36]
                0.00    0.00       2/3           camlList__length_aux_1008 [149]
                0.00    0.00       1/1535        camlList__find_all_1200 [112]
                0.00    0.00       1/1538        camlList__rev_append_1029 [109]
                0.00    0.00       1/1535        camlList__fun_1439 [113]
-----------------------------------------------
                0.00    0.00       2/22529       camlChecker__check_1008 [35]
                0.00    0.00    4095/22529       camlChecker__max2_1018 [38]
                0.00    0.00   18432/22529       camlChecker__max1_1015 [39]
[36]     0.6    0.00    0.00   22529         camlPervasives__max_1020 [36]
                0.00    0.00   22529/22529       caml_greaterequal [37]
-----------------------------------------------
                0.00    0.00   22529/22529       camlPervasives__max_1020 [36]
[37]     0.6    0.00    0.00   22529         caml_greaterequal [37]
                0.00    0.00   22529/1358626     compare_val [9]
-----------------------------------------------
                                2048             camlChecker__max2_1018 [38]
                0.00    0.00       1/1           camlChecker__check_1008 [35]
[38]     0.6    0.00    0.00       1+2048    camlChecker__max2_1018 [38]
                0.00    0.00    2048/2048        camlChecker__max1_1015 [39]
                0.00    0.00    4095/22529       camlPervasives__max_1020 [36]
                                2048             camlChecker__max2_1018 [38]
-----------------------------------------------
                               20480             camlChecker__max1_1015 [39]
                0.00    0.00    2048/2048        camlChecker__max2_1018 [38]
[39]     0.5    0.00    0.00    2048+20480   camlChecker__max1_1015 [39]
                0.00    0.00   18432/22529       camlPervasives__max_1020 [36]
                               20480             camlChecker__max1_1015 [39]
-----------------------------------------------
                0.00    0.00       1/1           camlFormula_wl__make_1039 [33]
[40]     0.2    0.00    0.00       1         camlArray__of_list_1083 [40]
                0.00    0.00       1/29          caml_make_vect [25]
                0.00    0.00       1/1           camlArray__list_length_1079 [167]
-----------------------------------------------
                0.00    0.00    2048/2048        camlList__mapi_1045 [42]
[41]     0.2    0.00    0.00    2048         camlFormula_wl__fun_1207 [41]
                0.00    0.00    2048/2048        camlList__map_1040 [44]
                0.00    0.00    8192/1949122     camlLiteral__id_of_literal_1042 [31]
                0.00    0.00    4096/1131365     caml_modify [48]
-----------------------------------------------
                                2048             camlList__mapi_1045 [42]
                0.00    0.00       1/1           camlFormula_wl__make_1039 [33]
[42]     0.2    0.00    0.00       1+2048    camlList__mapi_1045 [42]
                0.00    0.00    2048/2048        camlFormula_wl__fun_1207 [41]
                0.00    0.00    2048/5253        caml_apply2 [103]
                                2048             camlList__mapi_1045 [42]
-----------------------------------------------
                0.00    0.00   20480/20480       camlList__map_1040 [44]
[43]     0.1    0.00    0.00   20480         camlFormula_wl__fun_1213 [43]
                0.00    0.00   40960/1949122     camlLiteral__id_of_literal_1042 [31]
                0.00    0.00   20480/20490       camlLiteral__make_1011 [100]
-----------------------------------------------
                               20480             camlList__map_1040 [44]
                0.00    0.00    2048/2048        camlFormula_wl__fun_1207 [41]
[44]     0.1    0.00    0.00    2048+20480   camlList__map_1040 [44]
                0.00    0.00   20480/20480       camlFormula_wl__fun_1213 [43]
                               20480             camlList__map_1040 [44]
-----------------------------------------------
                0.00    0.00    1534/1534        camlFormula_wl__setLiteral_1076 [6]
[45]     0.1    0.00    0.00    1534         camlFormula_wl__remove_1082 [45]
                0.00    0.00    2300/1336097     caml_equal [10]
                0.00    0.00     766/1064034     camlLiteral__neg_1039 [85]
-----------------------------------------------
                0.00    0.00      39/39          caml_empty_minor_heap [15]
[46]     0.0    0.00    0.00      39         caml_oldify_local_roots [46]
                0.00    0.00     745/327268      caml_oldify_one [17]
                0.00    0.00      39/39          caml_scan_global_young_roots [56]
                0.00    0.00      39/39          caml_final_do_young_roots [127]
                0.00    0.00       1/1           caml_init_frame_descriptors [210]
-----------------------------------------------
                0.00    0.00       7/16733       caml_iterate_global_roots [55]
                0.00    0.00     137/16733       caml_do_local_roots [60]
                0.00    0.00    2842/16733       caml_do_roots [50]
                0.00    0.00   13747/16733       caml_modify [48]
[47]     0.0    0.00    0.00   16733         caml_darken [47]
                0.00    0.00   16487/4036159     caml_page_table_lookup [26]
-----------------------------------------------
                0.00    0.00       1/1131365     camlMain__add_file_1079 [84]
                0.00    0.00       1/1131365     camlFormula_wl__make_1039 [33]
                0.00    0.00       2/1131365     camlParsing__yyparse_1071 [18]
                0.00    0.00       3/1131365     caml_alloc_array [81]
                0.00    0.00      20/1131365     camlParsing__grow_stacks_1061 [32]
                0.00    0.00     511/1131365     camlDpll__unstack_1050 [20]
                0.00    0.00    1023/1131365     camlDpll__solve_1045 [5]
                0.00    0.00    1534/1131365     camlStack__pop_1019 [75]
                0.00    0.00    2047/1131365     camlArray__fill_1088 [74]
                0.00    0.00    3068/1131365     camlFormula_wl__setLiteral_1076 [6]
                0.00    0.00    3068/1131365     camlFormula_wl__forgetLiteral_1106 [52]
                0.00    0.00    4096/1131365     camlFormula_wl__fun_1207 [41]
                0.00    0.00   12000/1131365     caml_array_blit [59]
                0.00    0.00   45066/1131365     camlParsing__loop_1076 [19]
                0.00    0.00   94226/1131365     camlLexing__engine_1041 [24]
                0.00    0.00  139291/1131365     caml_parse_engine [54]
                0.00    0.00  825408/1131365     camlFormula_wl__update_1098 [7]
[48]     0.0    0.00    0.00 1131365         caml_modify [48]
                0.00    0.00   13747/16733       caml_darken [47]
                0.00    0.00       1/1           caml_realloc_ref_table [222]
-----------------------------------------------
                0.00    0.00       7/7           start_cycle [51]
[49]     0.0    0.00    0.00       7         caml_darken_all_roots [49]
                0.00    0.00       7/7           caml_do_roots [50]
-----------------------------------------------
                0.00    0.00       7/7           caml_darken_all_roots [49]
[50]     0.0    0.00    0.00       7         caml_do_roots [50]
                0.00    0.00    2842/16733       caml_darken [47]
                0.00    0.00       7/7           caml_scan_global_roots [57]
                0.00    0.00       7/7           caml_do_local_roots [60]
                0.00    0.00       7/7           caml_final_do_strong_roots [137]
-----------------------------------------------
                0.00    0.00       7/7           caml_major_collection_slice [22]
[51]     0.0    0.00    0.00       7         start_cycle [51]
                0.00    0.00       7/7           caml_darken_all_roots [49]
                0.00    0.00       7/392         caml_gc_message [116]
-----------------------------------------------
                0.00    0.00    1534/1534        camlDpll__unstack_1050 [20]
[52]     0.0    0.00    0.00    1534         camlFormula_wl__forgetLiteral_1106 [52]
                0.00    0.00    1534/1949122     camlLiteral__id_of_literal_1042 [31]
                0.00    0.00    3068/1131365     caml_modify [48]
-----------------------------------------------
                0.00    0.00    1023/1023        camlDpll__solve_1045 [5]
[53]     0.0    0.00    0.00    1023         camlFormula_wl__getUnitClause_1114 [53]
                0.00    0.00    1024/1949122     camlLiteral__id_of_literal_1042 [31]
                0.00    0.00     512/1064034     camlLiteral__neg_1039 [85]
-----------------------------------------------
                0.00    0.00   47117/47117       camlParsing__loop_1076 [19]
[54]     0.0    0.00    0.00   47117         caml_parse_engine [54]
                0.00    0.00  139291/1131365     caml_modify [48]
-----------------------------------------------
                0.00    0.00      21/99          caml_scan_global_roots [57]
                0.00    0.00      78/99          caml_scan_global_young_roots [56]
[55]     0.0    0.00    0.00      99         caml_iterate_global_roots [55]
                0.00    0.00      39/327268      caml_oldify_one [17]
                0.00    0.00       7/16733       caml_darken [47]
-----------------------------------------------
                0.00    0.00      39/39          caml_oldify_local_roots [46]
[56]     0.0    0.00    0.00      39         caml_scan_global_young_roots [56]
                0.00    0.00      78/99          caml_iterate_global_roots [55]
-----------------------------------------------
                0.00    0.00       7/7           caml_do_roots [50]
[57]     0.0    0.00    0.00       7         caml_scan_global_roots [57]
                0.00    0.00      21/99          caml_iterate_global_roots [55]
-----------------------------------------------
                0.00    0.00      20/20          camlParsing__grow_stacks_1061 [32]
[58]     0.0    0.00    0.00      20         camlArray__blit_1048 [58]
                0.00    0.00      20/20          caml_array_blit [59]
-----------------------------------------------
                0.00    0.00      20/20          camlArray__blit_1048 [58]
[59]     0.0    0.00    0.00      20         caml_array_blit [59]
                0.00    0.00   12000/1131365     caml_modify [48]
                0.00    0.00      16/39          caml_check_urgent_gc [125]
-----------------------------------------------
                0.00    0.00       7/7           caml_do_roots [50]
[60]     0.0    0.00    0.00       7         caml_do_local_roots [60]
                0.00    0.00     137/16733       caml_darken [47]
-----------------------------------------------
                0.00    0.00       4/15          camlList__rev_merge_1246 [68]
                0.00    0.00       5/15          camlList__rev_merge_rev_1256 [66]
                0.00    0.00       6/15          camlList__sort_1266 <cycle 1> [63]
[61]     0.0    0.00    0.00      15         camlFormula_wl__compare_1047 [61]
                0.00    0.00      60/1949122     camlLiteral__id_of_literal_1042 [31]
                0.00    0.00      30/1064034     camlLiteral__neg_1039 [85]
-----------------------------------------------
[62]     0.0    0.00    0.00       1+6       <cycle 1 as a whole> [62]
                0.00    0.00       5             camlList__sort_1266 <cycle 1> [63]
                0.00    0.00       2             camlList__rev_sort_1267 <cycle 1> [156]
-----------------------------------------------
                                   4             camlList__rev_sort_1267 <cycle 1> [156]
                0.00    0.00       1/1           camlFormula_wl__make_1039 [33]
[63]     0.0    0.00    0.00       5         camlList__sort_1266 <cycle 1> [63]
                0.00    0.00       6/15          camlFormula_wl__compare_1047 [61]
                0.00    0.00       2/2           camlList__rev_merge_1246 [68]
                0.00    0.00       6/5253        caml_apply2 [103]
                0.00    0.00       2/1538        camlList__rev_append_1029 [109]
                0.00    0.00       1/3           camlList__chop_1238 [148]
                                   2             camlList__rev_sort_1267 <cycle 1> [156]
-----------------------------------------------
                0.00    0.00       2/6           caml_ml_open_descriptor_in [69]
                0.00    0.00       2/6           caml_ml_open_descriptor_out [70]
                0.00    0.00       2/6           caml_ml_out_channels_list [73]
[64]     0.0    0.00    0.00       6         caml_alloc_channel [64]
                0.00    0.00       6/6           caml_alloc_custom [65]
-----------------------------------------------
                0.00    0.00       6/6           caml_alloc_channel [64]
[65]     0.0    0.00    0.00       6         caml_alloc_custom [65]
                0.00    0.00       6/299827      caml_alloc_shr [27]
                0.00    0.00       6/6           caml_adjust_gc_speed [139]
                0.00    0.00       6/39          caml_check_urgent_gc [125]
-----------------------------------------------
                0.00    0.00       1/1           camlFormula_wl__make_1039 [33]
[66]     0.0    0.00    0.00       1         camlList__rev_merge_rev_1256 [66]
                0.00    0.00       5/15          camlFormula_wl__compare_1047 [61]
                0.00    0.00       5/5253        caml_apply2 [103]
-----------------------------------------------
                0.00    0.00       1/1           caml_program [1]
[67]     0.0    0.00    0.00       1         camlPervasives__entry [67]
                0.00    0.00       2/2           caml_ml_open_descriptor_out [70]
                0.00    0.00       1/2           caml_ml_open_descriptor_in [69]
                0.00    0.00       6/6           caml_int64_float_of_bits [143]
                0.00    0.00       1/1           caml_register_named_value [224]
-----------------------------------------------
                0.00    0.00       2/2           camlList__sort_1266 <cycle 1> [63]
[68]     0.0    0.00    0.00       2         camlList__rev_merge_1246 [68]
                0.00    0.00       4/15          camlFormula_wl__compare_1047 [61]
                0.00    0.00       4/5253        caml_apply2 [103]
-----------------------------------------------
                0.00    0.00       1/2           camlPervasives__open_in_gen_1197 [79]
                0.00    0.00       1/2           camlPervasives__entry [67]
[69]     0.0    0.00    0.00       2         caml_ml_open_descriptor_in [69]
                0.00    0.00       2/6           caml_alloc_channel [64]
                0.00    0.00       2/4           caml_open_descriptor_in [147]
-----------------------------------------------
                0.00    0.00       2/2           camlPervasives__entry [67]
[70]     0.0    0.00    0.00       2         caml_ml_open_descriptor_out [70]
                0.00    0.00       2/6           caml_alloc_channel [64]
                0.00    0.00       2/2           caml_open_descriptor_out [161]
-----------------------------------------------
                0.00    0.00       1/1           camlStd_exit__entry [72]
[71]     0.0    0.00    0.00       1         camlPervasives__flush_all_1168 [71]
                0.00    0.00       1/1           caml_ml_out_channels_list [73]
-----------------------------------------------
                0.00    0.00       1/1           caml_program [1]
[72]     0.0    0.00    0.00       1         camlStd_exit__entry [72]
                0.00    0.00       1/1           camlPervasives__flush_all_1168 [71]
                0.00    0.00       1/1           camlPervasives__iter_1169 [192]
-----------------------------------------------
                0.00    0.00       1/1           camlPervasives__flush_all_1168 [71]
[73]     0.0    0.00    0.00       1         caml_ml_out_channels_list [73]
                0.00    0.00       2/6           caml_alloc_channel [64]
                0.00    0.00       2/17          caml_alloc_small [132]
-----------------------------------------------
                0.00    0.00       1/1           camlFormula_wl__make_1039 [33]
[74]     0.0    0.00    0.00       1         camlArray__fill_1088 [74]
                0.00    0.00    2047/1131365     caml_modify [48]
-----------------------------------------------
                0.00    0.00    1534/1534        camlDpll__unstack_1050 [20]
[75]     0.0    0.00    0.00    1534         camlStack__pop_1019 [75]
                0.00    0.00    1534/1131365     caml_modify [48]
-----------------------------------------------
                0.00    0.00       1/1           camlMain__main_1083 [4]
[76]     0.0    0.00    0.00       1         camlArg__parse_1149 [76]
                0.00    0.00       1/1           camlArg__parse_argv_dynamic_1095 [77]
                0.00    0.00       1/1           camlArg__parse_argv_1141 [164]
-----------------------------------------------
                0.00    0.00       1/1           camlArg__parse_1149 [76]
[77]     0.0    0.00    0.00       1         camlArg__parse_argv_dynamic_1095 [77]
                0.00    0.00       1/1           camlArg__assoc3_1055 [78]
                0.00    0.00       1/1           camlMain__add_file_1079 [84]
                0.00    0.00       1/1           camlBuffer__create_1013 [168]
                0.00    0.00       1/1           camlArg__treat_action_1117 [165]
-----------------------------------------------
                0.00    0.00       1/1           camlArg__parse_argv_dynamic_1095 [77]
[78]     0.0    0.00    0.00       1         camlArg__assoc3_1055 [78]
                0.00    0.00       1/1336097     caml_equal [10]
-----------------------------------------------
                0.00    0.00       1/1           camlMain__main_1083 [4]
[79]     0.0    0.00    0.00       1         camlPervasives__open_in_gen_1197 [79]
                0.00    0.00       1/2           caml_ml_open_descriptor_in [69]
                0.00    0.00       1/1           caml_sys_open [230]
-----------------------------------------------
                0.00    0.00       1/1           caml_program [1]
[80]     0.0    0.00    0.00       1         camlSys__entry [80]
                0.00    0.00       1/1           caml_sys_get_argv [83]
                0.00    0.00       1/1           caml_sys_get_config [228]
-----------------------------------------------
                0.00    0.00       1/1           caml_copy_string_array [82]
[81]     0.0    0.00    0.00       1         caml_alloc_array [81]
                0.00    0.00       3/1131365     caml_modify [48]
                0.00    0.00       3/5           caml_copy_string [145]
                0.00    0.00       1/1           caml_alloc [201]
-----------------------------------------------
                0.00    0.00       1/1           caml_sys_get_argv [83]
[82]     0.0    0.00    0.00       1         caml_copy_string_array [82]
                0.00    0.00       1/1           caml_alloc_array [81]
-----------------------------------------------
                0.00    0.00       1/1           camlSys__entry [80]
[83]     0.0    0.00    0.00       1         caml_sys_get_argv [83]
                0.00    0.00       1/1           caml_copy_string_array [82]
                0.00    0.00       1/5           caml_copy_string [145]
                0.00    0.00       1/17          caml_alloc_small [132]
-----------------------------------------------
                0.00    0.00       1/1           camlArg__parse_argv_dynamic_1095 [77]
[84]     0.0    0.00    0.00       1         camlMain__add_file_1079 [84]
                0.00    0.00       1/1131365     caml_modify [48]
                0.00    0.00       1/3           caml_string_equal [154]
-----------------------------------------------
                0.00    0.00      30/1064034     camlFormula_wl__compare_1047 [61]
                0.00    0.00     512/1064034     camlFormula_wl__getUnitClause_1114 [53]
                0.00    0.00     766/1064034     camlFormula_wl__remove_1082 [45]
                0.00    0.00    1022/1064034     camlDpll__unstack_1050 [20]
                0.00    0.00    3072/1064034     camlFormula_wl__update_1098 [7]
                0.00    0.00    4602/1064034     camlFormula_wl__setLiteral_1076 [6]
                0.00    0.00 1054030/1064034     camlFormula_wl__aux_1094 [14]
[85]     0.0    0.00    0.00 1064034         camlLiteral__neg_1039 [85]
-----------------------------------------------
                0.00    0.00  423968/423968      camlFormula_wl__update_1098 [7]
[86]     0.0    0.00    0.00  423968         camlFormula_wl__find_1089 [86]
-----------------------------------------------
                0.00    0.00  299830/299830      caml_alloc_shr [27]
[87]     0.0    0.00    0.00  299830         caml_fl_allocate [87]
                0.00    0.00  299827/299827      allocate_block [88]
-----------------------------------------------
                0.00    0.00  299827/299827      caml_fl_allocate [87]
[88]     0.0    0.00    0.00  299827         allocate_block [88]
-----------------------------------------------
                0.00    0.00       1/181418      caml_make_free_blocks [217]
                0.00    0.00  181417/181418      sweep_slice [131]
[89]     0.0    0.00    0.00  181418         caml_fl_merge_block [89]
-----------------------------------------------
                0.00    0.00   47231/47231       camlLexing__engine_1041 [24]
[90]     0.0    0.00    0.00   47231         caml_lex_engine [90]
-----------------------------------------------
                0.00    0.00   47113/47113       camlParsing__loop_1076 [19]
[91]     0.0    0.00    0.00   47113         camlLexer__main_1009 [91]
-----------------------------------------------
                0.00    0.00   47112/47112       parse_intnat [30]
[92]     0.0    0.00    0.00   47112         parse_digit [92]
-----------------------------------------------
                0.00    0.00       1/45060       camlParser__fun_1060 [191]
                0.00    0.00       3/45060       camlParser__fun_1050 [189]
                0.00    0.00    4096/45060       camlParser__fun_1054 [107]
                0.00    0.00   40960/45060       camlParser__fun_1058 [102]
[93]     0.0    0.00    0.00   45060         camlParsing__peek_val_1093 [93]
-----------------------------------------------
                0.00    0.00     195/22725       camlString__blit_1034 [117]
                0.00    0.00   22530/22725       camlLexing__sub_lexeme_1077 [98]
[94]     0.0    0.00    0.00   22725         caml_blit_string [94]
-----------------------------------------------
                0.00    0.00       5/22538       caml_copy_string [145]
                0.00    0.00   22533/22538       caml_create_string [96]
[95]     0.0    0.00    0.00   22538         caml_alloc_string [95]
-----------------------------------------------
                0.00    0.00       1/22533       camlBuffer__create_1013 [168]
                0.00    0.00       2/22533       camlLexing__from_function_1064 [183]
                0.00    0.00   22530/22533       camlLexing__sub_lexeme_1077 [98]
[96]     0.0    0.00    0.00   22533         caml_create_string [96]
                0.00    0.00   22533/22538       caml_alloc_string [95]
-----------------------------------------------
                0.00    0.00       1/22533       caml_sys_open [230]
                0.00    0.00       2/22533       compare_val [9]
                0.00    0.00   22530/22533       parse_intnat [30]
[97]     0.0    0.00    0.00   22533         caml_string_length [97]
-----------------------------------------------
                0.00    0.00   22530/22530       camlLexer____ocaml_lex_main_rec_1010 [21]
[98]     0.0    0.00    0.00   22530         camlLexing__sub_lexeme_1077 [98]
                0.00    0.00   22530/22533       caml_create_string [96]
                0.00    0.00   22530/22725       caml_blit_string [94]
-----------------------------------------------
                0.00    0.00   22530/22530       parse_intnat [30]
[99]     0.0    0.00    0.00   22530         parse_sign_and_base [99]
-----------------------------------------------
                0.00    0.00      10/20490       camlFormula_wl__literalList_1045 [179]
                0.00    0.00   20480/20490       camlFormula_wl__fun_1213 [43]
[100]    0.0    0.00    0.00   20490         camlLiteral__make_1011 [100]
-----------------------------------------------
                0.00    0.00   20480/20480       camlList__iter_1061 [106]
[101]    0.0    0.00    0.00   20480         camlChecker__fun_1048 [101]
-----------------------------------------------
                0.00    0.00   20480/20480       camlParsing__loop_1076 [19]
[102]    0.0    0.00    0.00   20480         camlParser__fun_1058 [102]
                0.00    0.00   40960/45060       camlParsing__peek_val_1093 [93]
-----------------------------------------------
                0.00    0.00       4/5253        camlMain__main_1083 [4]
                0.00    0.00       4/5253        camlList__rev_merge_1246 [68]
                0.00    0.00       5/5253        camlList__rev_merge_rev_1256 [66]
                0.00    0.00       6/5253        camlList__sort_1266 <cycle 1> [63]
                0.00    0.00     118/5253        camlLexing__lex_refill_1051 [120]
                0.00    0.00    1023/5253        camlDpll__solve_1045 [5]
                0.00    0.00    2045/5253        camlDpll__unstack_1050 [20]
                0.00    0.00    2048/5253        camlList__mapi_1045 [42]
[103]    0.0    0.00    0.00    5253         caml_apply2 [103]
-----------------------------------------------
                0.00    0.00    4092/4092        camlDpll__solve_1045 [5]
[104]    0.0    0.00    0.00    4092         caml_tuplify4 [104]
-----------------------------------------------
                0.00    0.00    2048/2048        camlList__find_1202 [8]
[105]    0.0    0.00    0.00    2048         camlChecker__fun_1042 [105]
                0.00    0.00    2048/2048        camlList__iter_1061 [106]
-----------------------------------------------
                0.00    0.00    2048/2048        camlChecker__fun_1042 [105]
[106]    0.0    0.00    0.00    2048         camlList__iter_1061 [106]
                0.00    0.00   20480/20480       camlChecker__fun_1048 [101]
-----------------------------------------------
                0.00    0.00    2048/2048        camlParsing__loop_1076 [19]
[107]    0.0    0.00    0.00    2048         camlParser__fun_1054 [107]
                0.00    0.00    4096/45060       camlParsing__peek_val_1093 [93]
-----------------------------------------------
                0.00    0.00    2048/2048        camlParsing__loop_1076 [19]
[108]    0.0    0.00    0.00    2048         camlParser__fun_1056 [108]
-----------------------------------------------
                0.00    0.00       1/1538        camlFormula_wl__make_1039 [33]
                0.00    0.00       1/1538        camlChecker__check_1008 [35]
                0.00    0.00       2/1538        camlList__sort_1266 <cycle 1> [63]
                0.00    0.00    1534/1538        camlFormula_wl__setLiteral_1076 [6]
[109]    0.0    0.00    0.00    1538         camlList__rev_append_1029 [109]
-----------------------------------------------
                0.00    0.00    1536/1536        caml_page_table_add [129]
[110]    0.0    0.00    0.00    1536         caml_page_table_modify [110]
                0.00    0.00       1/392         caml_gc_message [116]
-----------------------------------------------
                0.00    0.00    1535/1535        camlDpll__solve_1045 [5]
[111]    0.0    0.00    0.00    1535         camlFormula_wl__isFalse_1112 [111]
-----------------------------------------------
                0.00    0.00       1/1535        camlChecker__check_1008 [35]
                0.00    0.00    1534/1535        camlFormula_wl__setLiteral_1076 [6]
[112]    0.0    0.00    0.00    1535         camlList__find_all_1200 [112]
-----------------------------------------------
                0.00    0.00       1/1535        camlChecker__check_1008 [35]
                0.00    0.00    1534/1535        camlFormula_wl__setLiteral_1076 [6]
[113]    0.0    0.00    0.00    1535         camlList__fun_1439 [113]
-----------------------------------------------
                0.00    0.00    1023/1023        camlDpll__solve_1045 [5]
[114]    0.0    0.00    0.00    1023         camlFormula_wl__getPureLiteral_1123 [114]
-----------------------------------------------
                0.00    0.00     511/511         camlDpll__solve_1045 [5]
[115]    0.0    0.00    0.00     511         camlFormula_wl__getFreeLiteral_1132 [115]
-----------------------------------------------
                0.00    0.00       1/392         realloc_gray_vals [232]
                0.00    0.00       1/392         caml_page_table_modify [110]
                0.00    0.00       3/392         caml_add_to_heap [150]
                0.00    0.00       6/392         caml_init_gc [211]
                0.00    0.00       7/392         start_cycle [51]
                0.00    0.00       8/392         caml_compact_heap_maybe [140]
                0.00    0.00      24/392         sweep_slice [131]
                0.00    0.00      30/392         mark_slice [23]
                0.00    0.00      78/392         caml_empty_minor_heap [15]
                0.00    0.00     234/392         caml_major_collection_slice [22]
[116]    0.0    0.00    0.00     392         caml_gc_message [116]
-----------------------------------------------
                0.00    0.00     195/195         camlLexing__lex_refill_1051 [120]
[117]    0.0    0.00    0.00     195         camlString__blit_1034 [117]
                0.00    0.00     195/22725       caml_blit_string [94]
-----------------------------------------------
                0.00    0.00     118/118         camlLexer____ocaml_lex_main_rec_1010 [21]
[118]    0.0    0.00    0.00     118         camlLexing__fun_1126 [118]
-----------------------------------------------
                0.00    0.00     118/118         camlLexing__lex_refill_1051 [120]
[119]    0.0    0.00    0.00     118         camlLexing__fun_1130 [119]
-----------------------------------------------
                0.00    0.00     118/118         camlLexer____ocaml_lex_main_rec_1010 [21]
[120]    0.0    0.00    0.00     118         camlLexing__lex_refill_1051 [120]
                0.00    0.00     195/195         camlString__blit_1034 [117]
                0.00    0.00     118/118         camlPervasives__input_1207 [121]
                0.00    0.00     118/118         camlLexing__fun_1130 [119]
                0.00    0.00     118/5253        caml_apply2 [103]
-----------------------------------------------
                0.00    0.00     118/118         camlLexing__lex_refill_1051 [120]
